actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
1,150,0.34518105,0.0,0.0,0.0,150,0.0,0.348058,0.6912891,0.6912891,0.6912891,0.69323903,0.6912891,0.6912891,0.6912891,0.3410278,0.6912891,0.6912891,0.6912891,27.587045157522187,0.0,nan
64,9600,0.01108706,0.09979307,0.16847089,0.16847089,150,0.0,0.6443107,0.58434623,0.514869,0.514869,0.6553978,0.6841394,0.68333995,0.68333995,0.42166457,0.34683543,0.35851702,0.35851702,213.7804490185365,0.0,0.0
132,19800,0.013693571,0.1752474,0.22043915,0.20680982,150,0.0,0.65517294,0.5073178,0.4615897,0.4753879,0.6688665,0.6825651,0.6820287,0.68219775,0.191426,0.24626267,0.3056078,0.32347184,326.6512187916494,0.0,0.0
212,31800,0.21642831,0.22637126,0.27428636,0.23437132,150,0.0,0.48740754,0.45669657,0.4057273,0.44711605,0.70383584,0.6830678,0.68001384,0.6814875,0.20867702,0.30336505,0.26273295,0.30299062,327.4620330842283,0.0,0.0
304,45600,0.049808264,0.24897674,0.2171783,0.22911744,150,0.0,0.61049396,0.4375298,0.46797368,0.45351225,0.6603022,0.6865065,0.6851519,0.6826297,0.27842826,0.3080057,0.3066125,0.30432186,354.5459002508297,0.0,0.0
398,59700,-0.050215244,0.12723841,0.16193055,0.21217223,150,0.0,0.70854914,0.55318475,0.52161294,0.4705903,0.6583339,0.68042314,0.6835436,0.6827625,0.31301397,0.43947998,0.33947062,0.31301394,276.4375490189617,0.0,0.0
476,71400,-0.07801157,-0.041071165,0.08543512,0.18819414,150,0.0,0.780013,0.71724,0.5954744,0.4941901,0.70200145,0.6761688,0.6809095,0.68238425,0.6027591,0.39653373,0.3987653,0.32754952,348.42083927283846,0.0,0.0
566,84900,0.39033595,0.0014024914,0.01094265,0.1620006,150,0.0,0.26661292,0.6777479,0.6678345,0.5198482,0.65694886,0.67915046,0.6787772,0.68184876,0.24855961,0.43569526,0.4490916,0.34719038,362.4743258760025,0.0,0.0
653,97950,0.089064,0.024475913,0.06869724,0.15034044,150,0.0,0.60867655,0.6620536,0.61738515,0.5322267,0.69774055,0.6865295,0.68608236,0.68256706,0.4122197,0.4333631,0.40426242,0.35424373,308.4821288480246,0.0,0.0
738,110700,0.101611435,0.10768149,0.058483053,0.14016241,150,0.0,0.57490534,0.57234657,0.62467176,0.5424004,0.6765168,0.6800281,0.6831549,0.6825628,0.42507428,0.43461102,0.44035983,0.36435345,353.6892381363036,0.0,0.0
833,124950,0.13025731,-0.05554975,0.055163685,0.13019861,150,0.0,0.57951754,0.736265,0.6245538,0.5520931,0.70977485,0.68071526,0.6797173,0.6822917,0.43935624,0.47084713,0.451385,0.37427068,313.48688144268255,0.0,0.0
918,137700,0.21900576,0.004643968,-0.09139178,0.108492136,150,0.0,0.47367483,0.6802452,0.7754837,0.5740371,0.6926806,0.6848892,0.6840919,0.6825292,0.47345057,0.5364975,0.599663,0.3973254,327.4816348222405,0.0,0.0
1014,152100,-0.20242709,-0.07286806,0.0103212055,0.09996115,150,0.0,0.8840967,0.754277,0.67317384,0.5825118,0.6816696,0.681409,0.6834951,0.6824729,0.51904386,0.5871685,0.52657336,0.40763807,302.56810775664724,0.0,0.0
1088,163200,-0.14031208,-0.03235355,-0.028346965,0.08285923,150,0.0,0.84110403,0.7176284,0.7131885,0.59992075,0.70079195,0.68527496,0.68484163,0.68278,0.5398991,0.5279244,0.5492166,0.4237591,312.80622683395524,0.0,0.0
1171,175650,-0.007454872,0.14189892,0.08515899,0.07349575,150,0.0,0.6723869,0.54065835,0.596606,0.60957956,0.664932,0.6825573,0.6817649,0.6830753,0.52795655,0.48898083,0.4939473,0.44026026,280.35367187228456,0.0,0.0
1249,187350,0.17858517,0.12017145,0.13879392,0.06279049,150,0.0,0.4761377,0.5518601,0.5407527,0.61961305,0.65472287,0.6720315,0.67954665,0.6824036,0.44602114,0.49223536,0.48009583,0.45526192,286.2281943681144,0.0,0.0
1328,199200,0.14503944,0.16181087,0.140664,0.05872984,150,0.0,0.5417542,0.51322067,0.53988534,0.62347305,0.6867936,0.67503166,0.68054926,0.6822029,0.50604147,0.46759805,0.47603643,0.46860078,293.78844282397506,0.0,0.0
1413,211950,0.18890175,0.13082159,0.13081467,0.056476664,150,0.0,0.48601672,0.55576336,0.5524462,0.6259945,0.6749185,0.68658495,0.683261,0.6824712,0.45569596,0.49244636,0.47974667,0.47919106,258.89263215591194,0.0,0.0
1487,223050,0.22793025,0.11409326,0.10406317,0.05858281,150,0.0,0.476565,0.5704702,0.57885844,0.62389743,0.70449525,0.68456346,0.6829216,0.6824803,0.47656184,0.4783972,0.48917562,0.48633373,300.9531645387967,0.0,0.0
1561,234150,0.19289488,0.14577027,0.12025235,0.067448825,150,0.0,0.5174836,0.53419507,0.5603579,0.6151107,0.71037847,0.6799654,0.68061036,0.68255955,0.49065986,0.47595793,0.48499432,0.48783952,281.8318323699215,0.0,0.0
1642,246300,0.13200605,0.15575966,0.14201266,0.07244876,150,0.0,0.5367695,0.53713655,0.53787345,0.60964733,0.66877556,0.69289625,0.67988616,0.6820961,0.5296869,0.48862115,0.47938934,0.4945578,290.65427814305195,0.0,0.0
1721,258150,0.0017118454,0.10921319,0.12699457,0.077947445,150,0.0,0.66846436,0.573934,0.5562896,0.60405314,0.6701762,0.68314725,0.68328404,0.68200064,0.47966677,0.5028901,0.48341236,0.49817815,288.95757761698695,0.0,0.0
1799,269850,0.15174389,0.10227017,0.10237588,0.07984571,150,0.0,0.53696245,0.5800029,0.5785778,0.60236,0.68870634,0.6822731,0.68095374,0.6822057,0.47621605,0.482026,0.48097512,0.50020057,262.1937075570577,0.0,0.0
1880,282000,0.00014781952,0.13798249,0.1189845,0.09343436,150,0.0,0.69752246,0.5405398,0.5617025,0.58850425,0.6976703,0.6785223,0.68068695,0.6819386,0.5174556,0.467034,0.48286015,0.4955896,313.2016033804006,0.0,0.0
1957,293550,0.21516272,0.11100396,0.10794218,0.10284874,150,0.0,0.48147675,0.56537676,0.57189524,0.5787007,0.6966395,0.6763807,0.67983747,0.68154955,0.4814666,0.47703427,0.4781222,0.48937824,295.43843436022564,0.0,0.0
2035,305250,-0.003993988,0.10455378,0.12071442,0.11523082,150,0.0,0.66509587,0.5854222,0.5609678,0.5662804,0.6611019,0.6899761,0.6816822,0.6815112,0.5202009,0.49544144,0.48285508,0.48511204,271.89506328632524,0.0,0.0
2114,317100,0.1740878,0.092278056,0.10926082,0.12176102,150,0.0,0.4852154,0.58385676,0.5717631,0.5594445,0.6593032,0.6761348,0.6810238,0.6812055,0.48521465,0.47359484,0.48661426,0.48192188,326.53084950515296,0.0,0.0
2196,329400,0.14226443,0.12682398,0.104504585,0.11842896,150,0.0,0.5420919,0.5523524,0.5763433,0.56288254,0.68435633,0.67917645,0.680848,0.68131155,0.48329377,0.45232192,0.4706515,0.48122418,281.19131378023616,0.0,0.0
2273,340950,0.11643171,0.14236371,0.11153579,0.11639317,150,0.0,0.53925514,0.5351367,0.5720375,0.5653844,0.65568686,0.6775005,0.68357325,0.6817776,0.35229072,0.43954626,0.46099472,0.47969064,297.4571174612781,0.0,0.0
2356,353400,0.11698431,0.16183531,0.15867376,0.11857988,150,0.0,0.54323107,0.5275472,0.5234098,0.5631418,0.6602154,0.68938255,0.6820836,0.6817217,0.4127043,0.459606,0.39720944,0.47323778,287.1620351014283,0.0,0.0
2435,365250,0.16979337,0.111485705,0.12980573,0.118863165,150,0.0,0.5304521,0.5709373,0.5498014,0.5626486,0.70024544,0.682423,0.67960715,0.68151176,0.52179796,0.4706019,0.42678452,0.46940738,299.2168420572033,0.0,0.0
2516,377400,0.1444543,0.13786907,0.11339456,0.11974078,150,0.0,0.5399436,0.5465841,0.5690125,0.56184,0.6843979,0.6844532,0.6824071,0.6815808,0.37783524,0.47529015,0.46718147,0.46847075,301.4129594825137,0.0,0.0
2601,390150,-0.2624426,0.10521605,0.092791975,0.11555082,150,0.0,0.93484646,0.57520974,0.5863539,0.5660054,0.6724039,0.6804259,0.6791459,0.6815563,0.3973106,0.45567217,0.46164936,0.46677485,319.9257984598299,0.0,0.0
2691,403650,0.17703539,0.058705695,0.08424002,0.11117418,150,0.0,0.51487374,0.62022287,0.5954467,0.5701547,0.69190913,0.6789285,0.6796867,0.68132883,0.5148568,0.51202583,0.4775959,0.4668695,306.12244302160997,0.0,0.0
2766,414900,-0.23906004,0.051628195,0.08975816,0.110990636,150,0.0,0.9450961,0.62719816,0.593316,0.5706058,0.70603603,0.6788264,0.6830741,0.68159646,0.535587,0.47641954,0.47134316,0.46550745,293.12034767489155,0.0,0.0
2847,427050,0.18098384,0.058001768,0.05557716,0.10580391,150,0.0,0.5047372,0.62312126,0.6239983,0.57559544,0.68572104,0.68112296,0.6795753,0.68139935,0.39211413,0.47982112,0.46767357,0.46377802,291.800269284624,0.0,0.0
2939,440850,-0.06699389,0.109529436,0.05554588,0.10099825,150,0.0,0.72451824,0.5801997,0.62718844,0.5806286,0.65752435,0.68972915,0.68273425,0.68162686,0.37443203,0.42026252,0.46500194,0.46238607,331.14582044891716,0.0,0.0
3032,454800,-0.05242884,0.046223976,0.050122246,0.09365776,150,0.0,0.7059625,0.6352645,0.63140017,0.5880184,0.65353364,0.6814885,0.6815224,0.68167615,0.35521975,0.38713044,0.39218247,0.4539779,343.8076215821873,0.0,0.0
3118,467700,-0.03598088,-0.009329933,0.024524117,0.08586151,150,0.0,0.7073761,0.68615204,0.65586126,0.59573495,0.67139524,0.6768221,0.6803854,0.6815965,0.3780455,0.38144305,0.41084626,0.4473595,341.00642450515375,0.0,0.0
3214,482100,-0.061656892,0.049556375,0.030774945,0.07951011,150,0.0,0.74823195,0.64294845,0.64957404,0.6018968,0.68657506,0.69250476,0.680349,0.6814069,0.6847269,0.46336776,0.4395065,0.44457316,319.72582105799165,0.0,0.0
3305,495750,0.15413356,0.06372453,0.09444022,0.076565675,150,0.0,0.543811,0.61357963,0.5868042,0.6045469,0.6979446,0.67730415,0.6812446,0.6811125,0.33105415,0.3912593,0.39592567,0.44202936,319.0524560085886,0.0,0.0
3395,509250,-0.06600118,0.086852506,0.09470674,0.072524935,150,0.0,0.72309786,0.6007,0.5879726,0.60866845,0.6570967,0.6875526,0.6826793,0.68119335,0.29382113,0.43788347,0.4031757,0.44109342,341.4207631294472,0.0,0.0
3477,521550,-0.037884295,0.11891337,0.09532452,0.07100384,150,0.0,0.73483515,0.5642818,0.5854065,0.61015296,0.69695085,0.6831952,0.680731,0.68115675,0.3648314,0.4339519,0.40569484,0.4355064,305.00731314868744,0.0,0.0
3571,535650,0.07224882,-0.0043735625,0.09289858,0.0708192,150,0.0,0.6027819,0.6911471,0.5896948,0.61054504,0.6750307,0.68677354,0.6825934,0.68136424,0.32601535,0.42995328,0.3957246,0.4289989,322.7286367434624,0.0,0.0
3656,548400,-0.047588825,0.035974424,0.051854536,0.0679301,150,0.0,0.74071425,0.6513654,0.6291983,0.6135256,0.6931254,0.68733984,0.68105286,0.6814558,0.376854,0.42539993,0.38130012,0.42101598,339.616273841186,0.0,0.0
3741,561150,-0.019719899,0.032364577,0.037708092,0.063061684,150,0.0,0.72521573,0.6487349,0.6438843,0.6182078,0.70549583,0.68109953,0.6815922,0.6812695,0.4212096,0.3532377,0.3806075,0.41245922,320.65040783001,0.0,0.0
3836,575400,-0.0728122,0.03110767,0.02907099,0.06024049,150,0.0,0.744756,0.65153605,0.65410256,0.621273,0.6719438,0.6826437,0.6831736,0.6815135,0.31763884,0.4406279,0.38789296,0.40537065,364.77558737600356,0.0,0.0
3930,589500,-0.028516471,0.06092888,0.060054626,0.061475582,150,0.0,0.70562285,0.6194569,0.6218905,0.62002987,0.6771064,0.68038577,0.6819452,0.6815055,0.3284645,0.3888726,0.4138718,0.40005395,303.1837041534747,0.0,0.0
4014,602100,-0.0370273,0.063112915,0.06398416,0.06276042,150,0.0,0.7165863,0.60816324,0.6158677,0.6185326,0.679559,0.6712762,0.67985183,0.6812931,0.3686842,0.3361375,0.35509792,0.39624822,334.5195305687536,0.0,0.0
4102,615300,0.08878589,0.16507936,0.11166252,0.07043709,150,0.0,0.6133122,0.5133607,0.56801134,0.6106697,0.7020981,0.6784401,0.67967385,0.6811067,0.4544956,0.32707474,0.348625,0.39099336,316.7983081145044,0.0,0.002
4185,627750,0.006853044,0.059456654,0.12139524,0.07911947,150,0.0,0.7004795,0.6263279,0.55957377,0.60214096,0.70733255,0.6857845,0.68096894,0.68126047,0.37431055,0.37367424,0.3504748,0.38396564,352.4015170483093,0.0,0.002
4270,640500,0.29693854,0.14640956,0.19247408,0.08815863,150,0.0,0.3878584,0.54082406,0.4894391,0.59315425,0.6847969,0.68723357,0.6819134,0.68131286,0.34569007,0.39549345,0.3599164,0.3793479,314.68577219221703,0.0,0.002
4351,652650,0.278254,0.13298054,0.18892607,0.09654788,150,0.0,0.39619055,0.54312766,0.4941558,0.5848739,0.67444456,0.6761082,0.6830818,0.68142176,0.31481984,0.4232007,0.3790764,0.3787135,286.2421284570297,0.0,0.002
4437,665550,-0.019524693,0.20305757,0.18130909,0.10363194,150,0.0,0.7062914,0.47303924,0.5002598,0.57768893,0.6867667,0.6760968,0.68156886,0.68132085,0.34794322,0.32322663,0.3708747,0.3747285,315.955738266392,0.0,0.002
4522,678300,-0.22263956,-0.025802765,0.11402257,0.10333289,150,0.0,0.914109,0.7035397,0.5655069,0.578088,0.69146943,0.67773706,0.67952937,0.6814209,0.36774787,0.3450793,0.35380772,0.3722437,330.8741417801537,0.0,0.002
4606,690900,0.27813473,0.12800317,0.15323775,0.113590546,150,0.0,0.42415932,0.5548478,0.5267631,0.5676278,0.70229405,0.68285096,0.68000084,0.6812184,0.37770155,0.36645898,0.34671187,0.36800182,326.63409042295814,0.0,0.002
4686,702900,0.21488285,0.25985253,0.20217751,0.1254469,150,0.0,0.4510708,0.42734423,0.47982872,0.5558715,0.66595364,0.68719673,0.68200624,0.6813183,0.30481175,0.36445838,0.3502509,0.36546272,306.08789062785064,0.0,0.002
4772,715800,-0.008813679,0.22476575,0.22624205,0.14135209,150,0.0,0.7249008,0.46099466,0.45942062,0.5401699,0.7160871,0.6857604,0.6856625,0.68152195,0.41346732,0.34756586,0.3660038,0.3643874,314.2963763370116,0.0,0.002
4852,727800,0.20836994,0.25176513,0.23363586,0.15812561,150,0.0,0.46225056,0.4299275,0.4514336,0.5235177,0.6706205,0.68169266,0.68506944,0.6816433,0.31487748,0.3339424,0.3494399,0.35997206,280.3050831297619,0.0,0.002
4936,740400,0.32206303,0.208479,0.22872537,0.16976878,150,0.0,0.38753718,0.47216496,0.45442447,0.51203406,0.7096002,0.680644,0.6831497,0.68180287,0.38391563,0.3330922,0.34358355,0.3558646,288.4661781758209,0.0,0.002
5018,752700,0.2505391,0.24656644,0.2247284,0.18374287,150,0.0,0.42481127,0.43981165,0.46045434,0.49859825,0.67535037,0.6863781,0.68518275,0.68234104,0.32482794,0.34433633,0.34820893,0.35577658,298.1978608662515,0.0,0.002
5100,765000,0.19644743,0.24528849,0.23513027,0.1931028,150,0.0,0.45827597,0.4448327,0.44889656,0.4895422,0.6547234,0.6901212,0.6840268,0.6826449,0.2860627,0.36413303,0.3474995,0.355766,341.6252494400326,0.0,0.0
5185,777750,0.31487587,0.24929757,0.2241208,0.20141514,150,0.0,0.39808038,0.42632475,0.45890617,0.48136917,0.71295625,0.6756223,0.6830269,0.6827843,0.3879624,0.3245282,0.3487991,0.35547498,314.10211797621264,0.0,0.0
5265,789750,0.258165,0.26875415,0.2502078,0.20509738,150,0.0,0.4452659,0.41602278,0.42976165,0.47760653,0.7034309,0.68477696,0.6799695,0.6827039,0.3797285,0.32937223,0.34284005,0.35392022,301.51985472886025,0.0,0.0
5339,800850,0.22474054,0.21647635,0.21400416,0.20611426,150,0.0,0.43778345,0.4678101,0.4660339,0.47633,0.662524,0.6842865,0.6800381,0.6824443,0.29718336,0.34646714,0.3500989,0.35193866,289.59561279025934,0.0,0.0
5424,813600,0.21570277,0.22998147,0.20628057,0.20843862,150,0.0,0.45025814,0.45646328,0.47507194,0.47392982,0.6659609,0.68644476,0.6813526,0.6823684,0.45005625,0.37385076,0.3492312,0.34991693,312.23958966621916,0.0,0.0
5507,826050,0.0010350347,0.22041133,0.22416817,0.21534105,150,0.0,0.65732336,0.46740332,0.46057883,0.46744537,0.6583584,0.68781465,0.6847469,0.6827864,0.38615146,0.36153665,0.3527938,0.35017097,303.3515237837165,0.0,0.0
5581,837150,0.23044509,0.2531123,0.2272603,0.22365835,150,0.0,0.43173695,0.43039078,0.4583379,0.4594624,0.66218203,0.6835031,0.6855982,0.6831207,0.29636234,0.35269126,0.35898253,0.35072893,297.9971552357446,0.0,0.0
5664,849600,0.20502111,0.277363,0.21739674,0.22518225,150,0.0,0.46163544,0.40898314,0.46178603,0.45785296,0.66665655,0.6863462,0.6791829,0.6830352,0.3061694,0.33522967,0.35301942,0.35133198,289.4822182181593,0.0,0.0
5746,861900,0.18665755,0.2627422,0.22546768,0.22488461,150,0.0,0.46927434,0.4135949,0.4551112,0.45763254,0.6559319,0.67633706,0.680579,0.6825171,0.2900918,0.31569228,0.3508154,0.3499563,303.19071728249776,0.0,0.0
5824,873600,0.26833233,0.21960953,0.22473207,0.2241266,150,0.0,0.3960078,0.45732412,0.45604035,0.4580402,0.66434014,0.67693365,0.6807725,0.6821669,0.30068094,0.32603732,0.34333512,0.34930256,277.9978710909797,0.0,0.0
5906,885900,0.24246404,0.22767751,0.2291528,0.22432572,150,0.0,0.43179807,0.44841155,0.4493584,0.45743874,0.6742621,0.67608905,0.6785112,0.6817645,0.3226888,0.32387704,0.33859038,0.34874377,301.9402248718131,0.0,0.0
5986,897900,-0.0017212033,0.18063293,0.21754818,0.22368485,150,0.0,0.71075284,0.50487554,0.46452907,0.4580242,0.70903164,0.6855085,0.68207717,0.68170905,0.30944568,0.35740656,0.35051167,0.34934962,284.45987738050025,0.0,0.0
6063,909450,0.17828995,0.1676213,0.21430868,0.22262417,150,0.0,0.48834705,0.5273928,0.47135556,0.45925876,0.666637,0.6950141,0.6856643,0.68188286,0.3061981,0.38543096,0.35991687,0.35035205,308.35482495478675,0.0,0.0
6144,921600,0.22915703,0.2357215,0.22228624,0.2238845,150,0.0,0.43928504,0.44843498,0.46326435,0.45786065,0.6684421,0.6841565,0.68555063,0.6817452,0.43928504,0.34733975,0.35631484,0.35031745,290.2171927500318,0.0,0.0
